RA,TURMA11202130002,DA1MCTC024-15SB
11202130002,NA1MCTC007-20SB
11202021033,DA3BCJ0203-15SA
11201921313,DA1BCN0402-15SB
11201920856,NA2NHZ5020-15SA
11201722436,NA1ESTO008-17SB
11201722436,NA1ESTG014-17SB
11202210015,NA1NHZ4080-20SA
11201920378,NA1ESTO004-17SB
11201920333,DAESZS031-17SB
11202111766,NA1LHZ0042-22SB
11202020602,NB1NHZ5020-15SA
11202020602,NA2BCN0402-15SB
11201920706,DA2ESTO903-17SA
11202231685,DA1ESHP004-13SB
11201810859,DA1ESHC036-21SB
11202130412,NBESTA005-17SA
11202130412,NA1MCZB005-17SA
11202130820,NA1MCZB015-13SA
11201722814,NA2BCN0405-15SA
11202021891,DA1BCN0407-15SA
11202021891,NA2ESTO001-17SA
11075015,NA1MCZB035-17SA
11106815,NA1ESTO005-17SB
11100816,NC3BCJ0203-15SA
11202321847,NA2BIR0004-15SA
13201910027,NA1NHZ5016-15SB
13201910027,NA1ESHP018-14SB
11201920486,NAMCTA004-17SA
11202320222,DA3BCM0504-15SA
11202320222,NB2BCJ0204-15SA
11202320222,NB3BCN0402-15SA
11201810333,NA1ESZG010-17SB
11201810333,ND1ESTO903-17SB
11201810333,NA2ESTO902-17SA
11202320749,DB1BIS0003-15SA
11202320749,DANHT1048-15SA
11202020119,NB4BCL0307-15SA
11202020119,DA1ESTO001-17SA
11202320943,NA3BCL0307-15SB
11202320943,NA2BCL0306-15SB
11202130065,NA1ESTB010-17SB
11201721440,NA2ESTO004-17SB
11201920616,NA1ESTG023-17SB
11202212451,NA2ESTO011-17SA
11201921941,NA2BCN0402-15SB
11201921941,NB2BCL0307-15SB
11201921941,NALHE0004-19SB
11202231924,NBBHO0002-19SB
11201922206,NB2ESTO902-17SA
11202321959,NA4BCL0306-15SA
11016016,NA2MCTC007-20SB
11202130101,NA1ESHR030-21SB
11202130101,NA1ESHR017-21SB
11202130101,DB1ESTO012-17SB
11010015,NA1ESTM004-17SA
11202310021,NA3BCN0402-15SA
11202131214,DA3BCN0404-15SA
11202131214,DA1BCN0402-15SA
11201921748,DA1ESHC034-21SB
11201921748,NA1BHS0008-23SB
11202232251,DB1BIS0003-15SA
11201811421,DB8BCJ0204-15SA
11201922402,NA1ESTU011-17SA
11202020598,NA1NHZ6011-18SA
11202130446,NANHZ2067-18SB
11201920341,NA1MCZC016-15SB
11201921103,DA1NHZ5014-15SA
11201921103,DA1NHZ6011-18SA
11201810861,DANHZ1024-15SA
11202320998,DB1BCJ0204-15SB
11201812061,DAMCTC014-13SA
11202130776,NC1ESTO013-17SA
11202321546,DA1BIL0304-15SA
11202321546,DA1BIR0603-15SA
11202130778,DA1ESHC030-17SB
11201922012,NA1ESHP026-14SB
11201922012,NA1NHI5011-13SB
11202021712,DA1NHZ5014-15SA
11202232259,NA1BCJ0203-15SB
11202130836,DANHZ1024-15SA
11202021931,NB1ESTO013-17SA
11201822474,NA1NHT4002-15SA
11202131236,NANHZ1074-15SA
11202131236,DB1NHT1053-15SA
11202322095,DA1NHI5015-15SB
11201810799,DA1ESHP013-22SB
11202021499,NA1ESTB010-17SB
11202231851,DA1ESHR002-21SB
11202022217,NA1ESHR017-21SB
11202130681,NB1BCL0307-15SB
11202231854,NA3BCM0504-15SA
11202130697,NA2ESTO011-17SA
11202130697,NB1MCTB001-17SB
11201932485,NA2ESTO011-17SA
11202111531,NA2BCN0402-15SB
11202111531,DA1BCM0506-15SB
11201811919,NABHQ0004-19SB
11201811919,NA1ESTB010-17SB
11201811919,NA1NHI5011-13SA
11202130007,DANHT3027-15SA
11201810525,NB2BCN0405-15SA
11127415,NANHZ6009-18SA
11201920328,NAMCTA004-17SA
11202020227,NA2ESTO012-17SB
11202020227,NANHZ2109-18SB
11202130039,NA1ESTO903-17SA
11117616,NA1ESHP026-14SB
11202020964,NA1BIN0406-15SB
11202321116,DA1ESTU040-17SA
11202321295,DB3BCJ0204-15SA
11201921684,NA2ESTO004-17SB
11201811851,DC2MCTA028-15SA
11202020734,DA1ESTB010-17SB
11202020734,ND1ESTO903-17SB
11202111679,NA5BCJ0204-15SA
11202321951,NB1BCN0404-15SB
11202230479,NA1BIR0004-15SB
11202230655,NA1BHO0102-15SB
11202210098,DA1ESZG013-17SB
11202232205,DB2BCJ0203-15SA
11201722234,NANHZ6009-18SA
11202020781,NA1ESTG023-17SB
11202020781,NC1ESTO903-17SB
21045716,NA3BCN0402-15SB
21009513,DA1LIE0001-19SA
21009513,DA1NHI5011-13SB
21064514,NA1ESZU010-17SA
21052014,NAESZS012-17SB
11201932461,NA2MCTA037-17SA
11201811698,NA2MCTA037-17SA
11202321443,NB1BIN0406-15SB
11202321443,NA3BCN0402-15SB
11202022219,NA1ESHP018-14SB
11109216,NB1BCM0506-15SA
11022815,NA1NHI5011-13SA
11022815,NA1NHZ5016-15SA
11202210026,NB1BCM0504-15SA
11202111950,NA2ESHP004-13SB
11202111950,NA1ESHP007-13SB
11201921128,NA1ESTO016-17SB
11202021750,DA1ESHR030-21SB
11201811798,NA1ESTO012-17SB
11202130305,DA2MCTA028-15SA
11202131252,NAESTA016-17SA
11202131252,NA1ESTA002-17SA
11201721595,NA1ESHC040-21SB
11202020585,NA1LIE0001-19SA
11202020585,DA1NHZ5019-15SA
21047716,DA1MCTC002-15SB
11202022220,DANHI2049-13SA
11202020310,DA1NHZ4080-20SA
11006414,NANHT3054-15SA
11201822496,NA1ESTG002-17SB
11202321485,NBBHO0002-19SB
11201722329,NA1ESTG023-17SB
11201722329,DAESTG008-17SB
11201722329,DA1ESTG006-17SB
11201922144,DA1ESHC039-17SB
11202321539,NBBHO0002-19SB
11202020293,NANHH2040-13SB
11202020293,NA1ESZP038-14SB
11202230289,DA1MCZA025-13SA
11202230289,NB2BCN0405-15SA
11042511,NAESTI007-17SA
11068415,NA1ESZU010-17SA
11068415,NA1ESTO016-17SA
11201722556,DAMCTA014-15SA
11201822540,DA1BCS0002-15SB
11201822540,DA1NHZ4080-20SA
11201822540,DB2ESTO902-17SA
11202131687,NB1BIR0004-15SA
11201723224,NA1ESHR006-13SB
11201723224,NB1BCS0002-15SB
11201921818,NB1ESTO902-17SA
11201722047,NA1ESTO001-17SA
11202111546,DB1MCTB009-17SB
11202111546,DBBHO0002-19SB
11201920974,DA1ESHR006-13SB
11202231310,DA2BCJ0203-15SA
11201720584,NB6BCL0307-15SA
11202321772,DB3BCN0404-15SA
11201722224,DA1ESZB021-17SB
11201722224,DA1ESZG032-17SB
11202310006,DA1BCN0404-15SA
11202021489,DA1MCTA002-17SA
11202020169,NA1ESTG023-17SB
11202020741,DA1NHZ4038-15SA
11202231410,DANHZ2112-18SB
11202130411,NA1ESHC030-17SB
11202020599,NA1MCZC019-20SB
11201810441,DA1BHS0007-23SB
11202111666,NA1ESHP007-13SB
11202332343,DB2BIN0406-15SB
11202022051,NA1ESHR030-21SB
11201922183,NA1ESHP018-14SB
11202130893,NAMCZA017-13SA
11202130893,DAMCTA014-15SA
11202130893,NA1NHI5011-13SA
11202021666,NB1ESTO902-17SA
11202021240,NA1NHZ6010-18SA
11202021240,DANHZ6009-18SA
11201921791,NA1ESHP022-14SB
11201921791,NANHZ2067-18SB
11201810879,NA1ESHC029-21SB
11201932557,NA1MCZC019-20SB
11202230246,DANHZ2112-18SB
11202231043,DB1BCJ0203-15SA
11202232349,NA1BHO0102-15SB
11201810792,DA1ESTG017-17SB
11202022106,DC2MCTA028-15SA
11202022106,NA1NHZ5019-15SB
11202022106,NA1ESHP007-13SB
11202022106,NA1LHZ0038-22SB
11202022106,NA1NHZ5016-15SB
11202022106,NA1BHS0008-23SB
11202020433,DA2MCTA037-17SA
11202321784,DA1NHZ6001-18SA
11202321784,NA1BHS0008-23SB
11201812232,NA1ESTU011-17SA
11201921635,DA1BIQ0602-15SB
11201921635,DA1ESHP004-13SB
11201921635,DA1ESHT001-17SB
11201921635,NA1BIL0304-15SA
11201921635,DA1BHS0004-23SB
11201922115,NA1ESHR008-21SB
11202131696,DA1ESZU013-17SA
11202131263,NA1BCM0506-15SB
11202131263,NA2MCTC007-20SB
11202131938,NB1ESTO012-17SB
11202131938,NA1NHZ5019-15SB
11201932596,NA1ESHP022-14SB
11201932596,NANHH2040-13SB
11201932596,NA1ESHP007-13SB
11202231372,NB1BIQ0602-15SA
11202231372,DC1BCM0506-15SA
11202231372,DA1NHZ1091-19SA
11202020888,DA1MCTC007-20SB
11202131650,NA1ESHR018-21SB
11202131650,DA1ESHR026-14SB
11202131650,DA1ESHR017-21SB
11202231705,NA1NHI5015-15SB
11202021125,NA1ESZE078-17SA
11202021125,NA1ESTE027-17SA
11202021125,NAESTO011-17SA
11202021125,NA1NHZ3008-22SA
11202022222,DA2BCJ0203-15SA
11202322077,NA1BCM0504-15SB
11202230740,DA1BCM0506-15SA
11202020663,NANHZ1009-15SA
11201722077,NA1ESZE078-17SA
11202231278,NA1BHS0008-23SB
11201921698,DA1MCZC013-15SB
11201810513,NA1MCZB015-13SA
11201810513,NA1ESTI013-17SA
11201810513,NA2MCTC007-20SB
11201812014,NA1ESHR027-21SB
11201812014,NA1ESHP022-14SB
11202231449,NB2BCM0504-15SA
11201721532,NA1ESTG022-17SB
11202321973,DA1NHI5015-15SB
11201920727,DANHT1030-15SA
11202020382,NA1BHO1102-19SB
11201922306,NA2ESTO012-17SB
11201922306,NA1BHO0102-15SB
11108516,NA1ESZU013-17SA
11201922110,NA3BCN0404-15SA
11202020884,DANHI2049-13SA
11202230425,DB1NHZ6001-18SA
11202020456,DA1ESHP004-13SB
11201921681,DAESTA020-17SA
11202310038,NB1BHO1102-19SB
11201722367,DA1MCTC007-20SB
11202020547,DB1BHS0007-23SB
11202322078,DB1BHP0202-15SB
11202322078,DA1BHS0008-23SB
11201920420,NA1NHI5011-13SA
11202020269,DA1ESHC030-17SB
11201720606,DA1NHZ6012-18SA
11202230302,NA1NHZ4035-15SA
11201811159,NA1ESZU010-17SA
11202332415,DA1ESZG013-17SB
11201822413,NA1ESZG041-17SB
11201822413,DA1ESZU013-17SA
11202332369,DBBHO0002-19SB
11202021533,NA1ESTA019-17SA
11201722616,DAESZI031-17SA
11202130774,DB1ESTO012-17SB
11064716,ND2BCJ0203-15SA
11109213,DAMCTA027-17SA
11202332323,DB3BCN0402-15SA
11202332323,DA3BCJ0204-15SA
11202332323,DB1BCL0306-15SA
11202332323,DB1BCM0504-15SA
11202130777,DC1ESTA002-17SA
11201920308,NA1MCTC011-15SB
11201920308,NA1ESTB030-17SB
11202320431,NA2BIR0004-15SA
11202320431,DA1NHZ5016-15SA
11202320431,DA1NHZ5019-15SA
11201723010,DC1ESTO013-17SA
11201723010,NA1ESHC027-21SB
11092816,NA1ESTG022-17SB
11202332375,NA2BCN0404-15SA
11202020080,DA1ESHR006-13SB
11201922161,DA1BHS0007-23SB
11202111953,DB2BIN0406-15SB
11202322079,NAESZI030-17SA
11202322079,DAESZI031-17SA
11202131852,NB3BCN0402-15SA
11202212476,NA1ESTO005-17SB
11046816,NA1ESHT001-17SB
11202320454,DA1BIQ0602-15SA
11202320454,DB1BCM0506-15SA
11201722339,NBMCTA008-17SA
11201921142,DA1ESHC030-17SB
11202230225,DC1ESTO013-17SA
11202021632,DAMCTA004-17SA
11202021941,NA1MCTC011-15SB
11202021941,NA2MCTC023-15SB
11201932492,NB1BHQ0003-15SB
11037916,DBESTE026-17SA
11202021062,DA1ESTM009-17SA
11202021062,DA1ESTM016-17SA
11202021062,DA1ESTM010-17SA
11201920144,NC1BCM0506-15SA
11034916,NAMCZA035-17SA
11202320471,DA2BCN0405-15SA
11202320471,DD1BCM0506-15SA
11201721949,DA2ESTO903-17SA
11201721949,NANHZ1009-15SA
11120615,NAESZU035-17SA
11201920758,NA1ESHP018-14SB
11041514,NA1ESTU023-17SA
11202130751,NA1BHS0008-23SB
11202020234,DB1BCS0002-15SA
11202020234,DB3BCN0405-15SA
11202020234,DA1ESZU013-17SA
11201811875,NA1MCTC002-15SB
11201810901,NAESZI034-17SA
21011213,DA1ESHP018-14SB
21011213,DA1ESZG041-17SB
11202130560,DA1NHZ4080-20SA
11202130566,DA1ESHR006-13SB
11201920711,DA1NHZ5014-15SA
11202212464,DA1ESHC034-21SB
11202231660,DANHZ1024-15SA
11202231660,DA1ESZS016-17SB
11202131617,NA1ESHP018-14SB
11202131617,NA1ESHR008-21SB
11201920656,NA1ESZG013-17SB
11202231682,NB1BIR0004-15SA
